PN	Section	Features	Grade	Params_preview
TPT1445Q	CAN 收发器	CAN-FD 车规AEC-Q100	车规AEC-Q100	Part Number: TPT1445Q | Status: Production | Rating: Automotive | Supply Voltage (V): 4.5 to 5.5 | Bus Fault Protection Voltage (V): -45 to +45 | Max Data Rate (Mbps): 8 | Number of Channels: 1 | Features: Partial Networking, SPI | BUS Contact ESD (kV): 6 | Package: DFN4.5X3-14,SOP14
TPT1462Q	CAN 收发器	CAN-FD 车规AEC-Q100	车规AEC-Q100	Part Number: TPT1462Q | Status: Production | Rating: Automotive | Supply Voltage (V): 4.5 to 5.5 | Bus Fault Protection Voltage (V): -45 to +45 | Max Data Rate (Mbps): 8 | Number of Channels: 1 | Features: Standby | BUS Contact ESD (kV): 8 | Package: DFN3X3-8,SOP8
TPT1462VQ	CAN 收发器	CAN-FD 车规AEC-Q100	车规AEC-Q100	Part Number: TPT1462VQ | Status: Production | Rating: Automotive | Supply Voltage (V): 4.5 to 5.5 | Bus Fault Protection Voltage (V): -45 to +45 | Max Data Rate (Mbps): 8 | Number of Channels: 1 | Features: Standby, VIO | BUS Contact ESD (kV): 8 | Package: DFN3X3-8,SOP8
TPT1463Q	CAN 收发器	CAN-FD 车规AEC-Q100	车规AEC-Q100	Part Number: TPT1463Q | Status: Production | Rating: Automotive | Supply Voltage (V): 4.5 to 5.5 | Bus Fault Protection Voltage (V): -45 to +45 | Max Data Rate (Mbps): 8 | Number of Channels: 1 | Features: Silent, Standby, Sleep, INH, VIO | BUS Contact ESD (kV): 8 | Package: DFN4.5X3-14,SOP14
TPT20102	自动方向	电平转换 工业级	工业级	Part Number: TPT20102 | Status: Production | Rating: Industrial | Technology Family: TXS | Number of Channels: 2 | Supply Range (V): 1.65-3.6/1.65-5.5 | Input Type: CMOS | Output Type: Push-pull output/Open drain | DC Drive Strength (mA): 1 | Operating Temperature Range (℃): -40 to +125 | Package: V
TPT20104	自动方向	电平转换 工业级	工业级	Part Number: TPT20104 | Status: Production | Rating: Industrial | Technology Family: TXS | Number of Channels: 4 | Supply Range (V): 1.65-3.6/1.65-5.5 | Input Type: Transition Gate | Output Type: Push-pull output/Open drain | DC Drive Strength (mA): 1 | Operating Temperature Range (℃): -40 to +125 |
TPT20104Q	自动方向	电平转换 车规AEC-Q100	车规AEC-Q100	Part Number: TPT20104Q | Status: Production | Rating: Automotive | Technology Family: TXS | Number of Channels: 4 | Supply Range (V): 1.65-3.6/1.65-5.5 | Input Type: Transition Gate | Output Type: Push-pull output/Open drain | DC Drive Strength (mA): 1 | Operating Temperature Range (℃): -40 to +125 
TPT20108	自动方向	电平转换 工业级	工业级	Part Number: TPT20108 | Status: Production | Rating: Industrial | Technology Family: TXS | Number of Channels: 8 | Supply Range (V): 1.65-3.6/1.65-5.5 | Input Type: Transition Gate | Output Type: Push-pull output/Open drain | DC Drive Strength (mA): 1 | Operating Temperature Range (℃): -40 to +125 |
TPT20108Q	自动方向	电平转换 车规AEC-Q100	车规AEC-Q100	Part Number: TPT20108Q | Status: Production | Rating: Automotive | Technology Family: TXS | Number of Channels: 8 | Supply Range (V): 1.65-3.6/1.65-5.5 | Input Type: Transition Gate | Output Type: Push-pull output/Open drain | DC Drive Strength (mA): 1 | Operating Temperature Range (℃): -40 to +125 
TPT20202	自动方向	电平转换 工业级	工业级	Part Number: TPT20202 | Status: Production | Rating: Industrial | Technology Family: TXB | Number of Channels: 2 | Supply Range (V): 1.65-3.6/1.2-5.5 | Input Type: CMOS | Output Type: Push-pull output | DC Drive Strength (mA): 1 | Operating Temperature Range (℃): -40 to +125 | Package: VSSOP8
TPT20204	自动方向	电平转换 工业级	工业级	Part Number: TPT20204 | Status: Production | Rating: Industrial | Technology Family: TXB | Number of Channels: 4 | Supply Range (V): 1.65-3.6/1.2-5.5 | Input Type: CMOS | Output Type: Push-pull output | DC Drive Strength (mA): 1 | Operating Temperature Range (℃): -40 to +125 | Package: QFN1.7X2-12,T
TPT20208	自动方向	电平转换 工业级	工业级	Part Number: TPT20208 | Status: Production | Rating: Industrial | Technology Family: TXB | Number of Channels: 8 | Supply Range (V): 1.65-3.6/1.2-5.5 | Input Type: CMOS | Output Type: Push-pull output | DC Drive Strength (mA): 1 | Operating Temperature Range (℃): -40 to +125 | Package: QFN3.5X4.5-20
TPT24857	电平转换器	电平转换 工业级	工业级	Part Number: TPT24857 | Status: Production | Rating: Industrial | Drivers Per Package: 7 | Receivers Per Package: 7 | VCC (Min) (V): 1.1 | VCC (Max) (V): 3.6 | Data Rate (Max) (kBPS): 208000 | ICC (Max) (mA): 0.15 | ESD HBM (kV): 7 | IEC-61000-4-2 Contact (kV): 8 | Operating Temperature Range (℃): -
TPT29306	电平转换器	电平转换 工业级	工业级	Part Number: TPT29306 | Status: Production | Rating: Industrial | Drivers Per Package: 1 | Receivers Per Package: 1 | VCC (Min) (V): 1.2 | VCC (Max) (V): 5.5 | Data Rate (Max) (kBPS): 1000 | ICC (Max) (mA): 1 | ESD HBM (kV): 4 | IEC-61000-4-2 Contact (kV): / | Operating Temperature Range (℃): -40 to
TPT29336	电平转换器	电平转换 工业级	工业级	Part Number: TPT29336 | Status: Production | Rating: Industrial | Drivers Per Package: 1 | Receivers Per Package: 1 | VCC (Min) (V): 0.9 | VCC (Max) (V): 5.5 | Data Rate (Max) (kBPS): 12500 | ICC (Max) (mA): 1 | ESD HBM (kV): 4 | IEC-61000-4-2 Contact (kV): / | Operating Temperature Range (℃): -40 t
TPT29508	IO 扩展器	I2C IO扩展器 工业级	工业级	Part Number: TPT29508 | Status: Production | Rating: Industrial | Drivers Per Package: 2 | Receivers Per Package: 8 | VCC (Min) (V): 1.65 | VCC (Max) (V): 5.5 | Data Rate (Max) (kBPS): 400 | ICC (Max) (mA): 0.03 | ESD HBM (kV): 4 | Operating Temperature Range (℃): -40 to +105 | Package: QFN1.8X2.6-1
TPT29511B	电平转换器	电平转换 I2C 工业级	工业级	Part Number: TPT29511B | Status: Production | Rating: Industrial | Drivers Per Package: 1 | Receivers Per Package: 1 | VCC (Min) (V): 2.35 | VCC (Max) (V): 5.5 | Data Rate (Max) (kBPS): 1000 | ICC (Max) (mA): 6 | ESD HBM (kV): 7 | IEC-61000-4-2 Contact (kV): / | Operating Temperature Range (℃): -40 
TPT29511H	电平转换器	电平转换 I2C 工业级	工业级	Part Number: TPT29511H | Status: Production | Rating: Industrial | Drivers Per Package: 1 | Receivers Per Package: 1 | VCC (Min) (V): 2.3 | VCC (Max) (V): 5.5 | Data Rate (Max) (kBPS): 1000 | ICC (Max) (mA): 6 | ESD HBM (kV): 7 | IEC-61000-4-2 Contact (kV): / | Operating Temperature Range (℃): -40 t
TPT29536A	IO 扩展器	I2C IO扩展器 工业级	工业级	Part Number: TPT29536A | Status: Production | Rating: Industrial | Drivers Per Package: 2 | Receivers Per Package: 4 | VCC (Min) (V): 1.65 | VCC (Max) (V): 5.5 | Data Rate (Max) (kBPS): 400 | ICC (Max) (mA): 0.03 | ESD HBM (kV): 3 | Operating Temperature Range (℃): -40 to +105 | Package: MSOP8
TPT29539AQ	IO 扩展器	I2C IO扩展器 车规AEC-Q100	车规AEC-Q100	Part Number: TPT29539AQ | Status: Production | Rating: Automotive | Drivers Per Package: 2 | Receivers Per Package: 16 | VCC (Min) (V): 1.65 | VCC (Max) (V): 5.5 | Data Rate (Max) (kBPS): 400 | ICC (Max) (mA): 0.07 | ESD HBM (kV): 4 | Operating Temperature Range (℃): -40 to +125 | Package: TSSOP24
TPT29539Q	IO 扩展器	I2C IO扩展器 车规AEC-Q100	车规AEC-Q100	Part Number: TPT29539Q | Status: Production | Rating: Automotive | Drivers Per Package: 2 | Receivers Per Package: 16 | VCC (Min) (V): 1.65 | VCC (Max) (V): 3.6 | Data Rate (Max) (kBPS): 400 | ICC (Max) (mA): 0.03 | ESD HBM (kV): 4 | Operating Temperature Range (℃): -40 to +125 | Package: TSSOP24
TPT29545	IO 扩展器	I2C IO扩展器 工业级	工业级	Part Number: TPT29545 | Status: Production | Rating: Industrial | Drivers Per Package: 1 | Receivers Per Package: 4 | VCC (Min) (V): 2.5 | VCC (Max) (V): 5.5 | Data Rate (Max) (kBPS): 400 | ICC (Max) (mA): 0.03 | ESD HBM (kV): 3.5 | Operating Temperature Range (℃): -40 to +85 | Package: TSSOP20
TPT29546A	IO 扩展器	I2C IO扩展器 工业级	工业级	Part Number: TPT29546A | Status: Production | Rating: Industrial | Drivers Per Package: 1 | Receivers Per Package: 4 | VCC (Min) (V): 2.5 | VCC (Max) (V): 5.5 | Data Rate (Max) (kBPS): 400 | ICC (Max) (mA): 0.03 | ESD HBM (kV): 3.5 | Operating Temperature Range (℃): -40 to +85 | Package: TSSOP16
TPT29546L	IO 扩展器	I2C IO扩展器 工业级	工业级	Part Number: TPT29546L | Status: Production | Rating: Industrial | Drivers Per Package: 1 | Receivers Per Package: 4 | VCC (Min) (V): 1.65 | VCC (Max) (V): 5.5 | Data Rate (Max) (kBPS): 400 | ICC (Max) (mA): 0.005 | ESD HBM (kV): 7 | Operating Temperature Range (℃): -40 to +125 | Package: TSSOP16
TPT29548	IO 扩展器	I2C IO扩展器 工业级	工业级	Part Number: TPT29548 | Status: Production | Rating: Industrial | Drivers Per Package: 1 | Receivers Per Package: 8 | VCC (Min) (V): 2.5 | VCC (Max) (V): 5.5 | Data Rate (Max) (kBPS): 400 | ICC (Max) (mA): 0.03 | ESD HBM (kV): 3.5 | Operating Temperature Range (℃): -40 to +85 | Package: TSSOP24
TPT29548A	IO 扩展器	I2C IO扩展器 工业级	工业级	Part Number: TPT29548A | Status: Production | Rating: Industrial | Drivers Per Package: 1 | Receivers Per Package: 8 | VCC (Min) (V): 2.5 | VCC (Max) (V): 5.5 | Data Rate (Max) (kBPS): 400 | ICC (Max) (mA): 0.03 | ESD HBM (kV): 3.5 | Operating Temperature Range (℃): -40 to +85 | Package: QFN4X4-24,T
TPT29548L	IO 扩展器	I2C IO扩展器 工业级	工业级	Part Number: TPT29548L | Status: Production | Rating: Industrial | Drivers Per Package: 1 | Receivers Per Package: 8 | VCC (Min) (V): 1.65 | VCC (Max) (V): 5.5 | Data Rate (Max) (kBPS): 400 | ICC (Max) (mA): 0.002 | ESD HBM (kV): 7 | Operating Temperature Range (℃): -40 to +125 | Package: QFN4X4-24,
TPT29548T	IO 扩展器	I2C IO扩展器 工业级	工业级	Part Number: TPT29548T | Status: Production | Rating: Industrial | Drivers Per Package: 1 | Receivers Per Package: 8 | VCC (Min) (V): 2.3 | VCC (Max) (V): 5.5 | Data Rate (Max) (kBPS): 400 | ICC (Max) (mA): 0.03 | ESD HBM (kV): 3.5 | Operating Temperature Range (℃): -40 to +125 | Package: QFN4X4-24
TPT29554A	IO 扩展器	I2C IO扩展器 工业级	工业级	Part Number: TPT29554A | Status: Production | Rating: Industrial | Drivers Per Package: 2 | Receivers Per Package: 8 | VCC (Min) (V): 1.65 | VCC (Max) (V): 5.5 | Data Rate (Max) (kBPS): 400 | ICC (Max) (mA): 0.03 | ESD HBM (kV): 4 | Operating Temperature Range (℃): -40 to +105 | Package: TSSOP16
TPT29555A	IO 扩展器	I2C IO扩展器 工业级	工业级	Part Number: TPT29555A | Status: Production | Rating: Industrial | Drivers Per Package: 2 | Receivers Per Package: 16 | VCC (Min) (V): 1.65 | VCC (Max) (V): 5.5 | Data Rate (Max) (kBPS): 400 | ICC (Max) (mA): 0.03 | ESD HBM (kV): 4 | Operating Temperature Range (℃): -40 to +85 | Package: QFN4X4-24,T
TPT29606	电平转换器	电平转换 I2C 工业级	工业级	Part Number: TPT29606 | Status: Production | Rating: Industrial | Drivers Per Package: 2 | Receivers Per Package: 2 | VCC (Min) (V): 0.72 | VCC (Max) (V): 1.98 | Data Rate (Max) (kBPS): 25000 | ICC (Max) (mA): 0.065 | ESD HBM (kV): ±7 | IEC-61000-4-2 Contact (kV): / | Operating Temperature Range (℃)
TPT29617A	电平转换器	电平转换 I2C 工业级	工业级	Part Number: TPT29617A | Status: Production | Rating: Industrial | Drivers Per Package: 1 | Receivers Per Package: 1 | VCC (Min) (V): 1.2 | VCC (Max) (V): 5.5 | Data Rate (Max) (kBPS): 1000 | ICC (Max) (mA): 15 | ESD HBM (kV): 7 | IEC-61000-4-2 Contact (kV): / | Operating Temperature Range (℃): -40 
TPT29617X	电平转换器	电平转换 I2C 工业级	工业级	Part Number: TPT29617X | Status: Production | Rating: Industrial | Drivers Per Package: 1 | Receivers Per Package: 1 | VCC (Min) (V): 0.85 | VCC (Max) (V): 5.5 | Data Rate (Max) (kBPS): 1000 | ICC (Max) (mA): 15 | ESD HBM (kV): 7 | IEC-61000-4-2 Contact (kV): / | Operating Temperature Range (℃): -40
TPT29641	IO 扩展器	I2C IO扩展器 工业级	工业级	Part Number: TPT29641 | Status: Production | Rating: Industrial | Drivers Per Package: 2 | Receivers Per Package: 1 | VCC (Min) (V): 2.3 | VCC (Max) (V): 3.6 | Data Rate (Max) (kBPS): 1000 | ICC (Max) (mA): 0.3 | ESD HBM (kV): 7 | Operating Temperature Range (℃): -40 to +85 | Package: TSSOP16,QFN3×3
TPT3122EH	RS-232 收发器	工业级 RS-232	工业级	Part Number: TPT3122EH | Status: Production | Rating: Industrial | Drivers Per Package: 2 | Receivers Per Package: 2 | VCC (Min) (V): 3 | VCC (Max) (V): 5.5 | Data Rate (Max) (kBPS): 1000 | ICC (Max) (mA): 2 | ESD HBM (kV): 15 | IEC-61000-4-2 Contact (kV): 12 | Operating Temperature Range (℃): -40 t
TPT3232A	RS-232 收发器	工业级 RS-232	工业级	Part Number: TPT3232A | Status: Production | Rating: Industrial | Drivers Per Package: 2 | Receivers Per Package: 2 | VCC (Min) (V): 3 | VCC (Max) (V): 5.5 | Data Rate (Max) (kBPS): 250 | ICC (Max) (mA): 1 | ESD HBM (kV): 15 | IEC-61000-4-2 Contact (kV): 12 | Operating Temperature Range (℃): -40 to 
TPT3232E	RS-232 收发器	工业级 RS-232	工业级	Part Number: TPT3232E | Status: Production | Rating: Industrial | Drivers Per Package: 2 | Receivers Per Package: 2 | VCC (Min) (V): 3 | VCC (Max) (V): 5.5 | Data Rate (Max) (kBPS): 250 | ICC (Max) (mA): 15 | ESD HBM (kV): 8 | IEC-61000-4-2 Contact (kV): 12 | Operating Temperature Range (℃): -40 to 
TPT3232X	RS-232 收发器	工业级 RS-232	工业级	Part Number: TPT3232X | Status: Production | Rating: Industrial | Drivers Per Package: 2 | Receivers Per Package: 2 | VCC (Min) (V): 3 | VCC (Max) (V): 5.5 | Data Rate (Max) (kBPS): 250 | ICC (Max) (mA): 1 | ESD HBM (kV): 17 | IEC-61000-4-2 Contact (kV): 12 | Operating Temperature Range (℃): -40 to 
TPT3243	RS-232 收发器	工业级 RS-232	工业级	Part Number: TPT3243 | Status: Production | Rating: Industrial | Drivers Per Package: 3 | Receivers Per Package: 5 | VCC (Min) (V): 3 | VCC (Max) (V): 5.5 | Data Rate (Max) (kBPS): 1000 | ICC (Max) (mA): 1 | ESD HBM (kV): 18 | IEC-61000-4-2 Contact (kV): 20 | Operating Temperature Range (℃): -40 to 
TPT3335	RS-232 收发器	工业级 RS-232	工业级	Part Number: TPT3335 | Status: Production | Rating: Industrial | Drivers Per Package: 3 | Receivers Per Package: 5 | VCC (Min) (V): 3 | VCC (Max) (V): 5.5 | Data Rate (Max) (kBPS): 1000 | ICC (Max) (mA): 1 | ESD HBM (kV): 15 | IEC-61000-4-2 Contact (kV): 12 | Operating Temperature Range (℃): -40 to 
TPT4031	RS-485 收发器	RS-485 工业级	工业级	Part Number: TPT4031 | Status: Production | Rating: Industrial | Drivers Per Package: 4 | Receivers Per Package: 0 | VCC (Min) (V): 3 | VCC (Max) (V): 5.5 | Data Rate (Max) (kBPS): 50000 | ICC (Max) (mA): 0.05 | ESD HBM (kV): 18 | IEC-61000-4-2 Contact (kV): 9 | Operating Temperature Range (℃): -40 
TPT4032	RS-485 收发器	RS-485 工业级	工业级	Part Number: TPT4032 | Status: Production | Rating: Industrial | Drivers Per Package: 0 | Receivers Per Package: 4 | VCC (Min) (V): 3 | VCC (Max) (V): 5.5 | Data Rate (Max) (kBPS): 50000 | ICC (Max) (mA): 0.05 | ESD HBM (kV): 18 | IEC-61000-4-2 Contact (kV): 10 | Operating Temperature Range (℃): -40
TPT4089	RS-485 收发器	RS-485 工业级	工业级	Part Number: TPT4089 | Status: Production | Rating: Industrial | Drivers Per Package: 1 | Receivers Per Package: 1 | VCC (Min) (V): 3 | VCC (Max) (V): 5.5 | Data Rate (Max) (kBPS): 500 or 20000 | ICC (Max) (mA): 2.5 | ESD HBM (kV): 18 | IEC-61000-4-2 Contact (kV): 15 | Operating Temperature Range (℃
TPT4181	RS-485 收发器	RS-485 工业级	工业级	Part Number: TPT4181 | Status: Production | Rating: Industrial | Drivers Per Package: 1 | Receivers Per Package: 1 | VCC (Min) (V): 3 | VCC (Max) (V): 5.5 | Data Rate (Max) (kBPS): 500 or 20000 | ICC (Max) (mA): 2.2 | ESD HBM (kV): 15 | IEC-61000-4-2 Contact (kV): 15 | Operating Temperature Range (℃
TPT4181H	RS-485 收发器	RS-485 工业级	工业级	Part Number: TPT4181H | Status: Production | Rating: Industrial | Drivers Per Package: 1 | Receivers Per Package: 1 | VCC (Min) (V): 3 | VCC (Max) (V): 5.5 | Data Rate (Max) (kBPS): 20000 | ICC (Max) (mA): 2 | ESD HBM (kV): 18 | IEC-61000-4-2 Contact (kV): 15 | Operating Temperature Range (℃): -40 t
TPT4181V	RS-485 收发器	RS-485 工业级	工业级	Part Number: TPT4181V | Status: Production | Rating: Industrial | Drivers Per Package: 1 | Receivers Per Package: 1 | VCC (Min) (V): 3 | VCC (Max) (V): 5.5 | Data Rate (Max) (kBPS): 500 | ICC (Max) (mA): 0.6 | ESD HBM (kV): 18 | IEC-61000-4-2 Contact (kV): 15 | Operating Temperature Range (℃): -40 t
TPT4189	RS-485 收发器	RS-485 工业级	工业级	Part Number: TPT4189 | Status: Production | Rating: Industrial | Drivers Per Package: 1 | Receivers Per Package: 1 | VCC (Min) (V): 3 | VCC (Max) (V): 5.5 | Data Rate (Max) (kBPS): 20000 | ICC (Max) (mA): 2.5 | ESD HBM (kV): 18 | IEC-61000-4-2 Contact (kV): 12 | Operating Temperature Range (℃): -40 
TPT480	RS-485 收发器	RS-485 工业级	工业级	Part Number: TPT480 | Status: Production | Rating: Industrial | Drivers Per Package: 1 | Receivers Per Package: 1 | VCC (Min) (V): 3 | VCC (Max) (V): 5.5 | Data Rate (Max) (kBPS): 32000 | ICC (Max) (mA): 2.5 | ESD HBM (kV): 20 | IEC-61000-4-2 Contact (kV): 15 | Operating Temperature Range (℃): -40 t
TPT481	RS-485 收发器	RS-485 工业级	工业级	Part Number: TPT481 | Status: Production | Rating: Industrial | Drivers Per Package: 1 | Receivers Per Package: 1 | VCC (Min) (V): 3 | VCC (Max) (V): 5.5 | Data Rate (Max) (kBPS): 20000 | ICC (Max) (mA): 2.7 | ESD HBM (kV): 18 | IEC-61000-4-2 Contact (kV): 15 | Operating Temperature Range (℃): -40 t
TPT482	RS-485 收发器	RS-485 工业级	工业级	Part Number: TPT482 | Status: Production | Rating: Industrial | Drivers Per Package: 1 | Receivers Per Package: 1 | VCC (Min) (V): 3 | VCC (Max) (V): 5.5 | Data Rate (Max) (kBPS): 32000 | ICC (Max) (mA): 2.5 | ESD HBM (kV): 20 | IEC-61000-4-2 Contact (kV): 15 | Operating Temperature Range (℃): -40 t
TPT485A	RS-485 收发器	RS-485 工业级	工业级	Part Number: TPT485A | Status: Production | Rating: Industrial | Drivers Per Package: 1 | Receivers Per Package: 1 | VCC (Min) (V): 4.5 | VCC (Max) (V): 5.5 | Data Rate (Max) (kBPS): 500 | ICC (Max) (mA): 0.6 | ESD HBM (kV): 20 | IEC-61000-4-2 Contact (kV): 15 | Operating Temperature Range (℃): -40 
TPT485E	RS-485 收发器	RS-485 工业级	工业级	Part Number: TPT485E | Status: Production | Rating: Industrial | Drivers Per Package: 1 | Receivers Per Package: 1 | VCC (Min) (V): 3 | VCC (Max) (V): 5.5 | Data Rate (Max) (kBPS): 500 | ICC (Max) (mA): 0.8 | ESD HBM (kV): 18 | IEC-61000-4-2 Contact (kV): 12 | Operating Temperature Range (℃): -40 to
TPT485N	RS-485 收发器	RS-485 工业级	工业级	Part Number: TPT485N | Status: Production | Rating: Industrial | Drivers Per Package: 1 | Receivers Per Package: 1 | VCC (Min) (V): 3 | VCC (Max) (V): 5.5 | Data Rate (Max) (kBPS): 500 | ICC (Max) (mA): 0.95 | ESD HBM (kV): 18 | IEC-61000-4-2 Contact (kV): 12 | Operating Temperature Range (℃): -40 t
TPT486	RS-485 收发器	RS-485 工业级	工业级	Part Number: TPT486 | Status: Production | Rating: Industrial | Drivers Per Package: 1 | Receivers Per Package: 1 | VCC (Min) (V): 3 | VCC (Max) (V): 5.5 | Data Rate (Max) (kBPS): 500 | ICC (Max) (mA): 2.5 | ESD HBM (kV): 20 | IEC-61000-4-2 Contact (kV): 15 | Operating Temperature Range (℃): -40 to 
